paulinho voce merece estar na copa das confederacoes !!!! ^^ :) #paulinho;1;1;1
sera que  aparecera em terras pernambucanas na copa das confederacoes? pelo gerard pique, sim. quero conhecer milan!!! :d :d :d;1;;1
gooool da espanha #copadasconfederacoes  pedrinho :-);1;;1
5 copas  mun e 4 copa das confederacoes :))  que venha 2014, que venha o hexa  #euacredito  *---*;1;1;1
agora ja acabou a copa das confederacoes .. quarta ja tem #corinthians  :d;1;;1
#brasil2014, nos acercamos lentamente :);1;;1
ven ingresso para brasil x japao amanha. aceito carro ou moto em troca :) #copadasconfederacoes  ;1;1;1
por que o povo so fala da espanha.... esqueceram que o taiti joga hoje tambem :)   #copadasconfederacoes;1;;1
to morren aqui  coracao, imagima se fosse o brasil :) #copadasconfederacoes;1;1;1
penaltis :) #copadasconfederacoes;1;1;1
dia muito bom hoje! capacitacao dos voluntarios da copa das confederacoes. :);1;;1
putz , eu bem aqui cren que nao comeco a venda  ingressos pra copa das confederacoes , quan vou ver ja vendeu 70% ja. :(;-1;0;-1
  se for possivel na copa das confederacoes. :d;1;1;1
consegui pegar meu ingresso da copa das confederacoes hoje :);1;;1
so quero ver a espanha deitar na copa das confederacoes =d;1;;1
 havera a transmissao da copa das confederacoes ! :(;-1;1;1
torcen pro brasil  dante e luiz na copa das confederacoes. porem nao fico triste se a espanha  javi for campea! :);1;0;1
tenho fe que o brasil ganhe a copa das confederacoes;;1;1
nao posso dizer que nao e imperioso e necessario, mas e muito dinheiro gasto nestes eventos...    @g1;;0;0
esse time da selecao, jogan no maior palco da copa  mun  2014, nao mostra raca nenhuma. sinceramente, a selecao esta acabada.;;0;0
gandula-musa faz estreia no maracana: 'emocao diferente' |    ;;0;0
" @zfestivalbr: shakira no momento exato da expulsao  seu namora pique, na final da copa das confederacoes, no rio.confira >  ";;0;0
fifa tv divulga arena pantanal e belezas  mt. entre os destaques o artesanato regional, peixes e a feira  porto:  ;;1;1
@piadamaligna: as manifestacoes pelo brasil esta chaman mais atencao  que a copa das confederacoes.;;1;1
boa julio cesar!!!! forlan bateu forte, no canto. segue brasil 0x0 uruguai #copadasconfederacoes;;1;1
 @u2br: logo mais tem brasil x espanha pela final da copa das confederacoes! sera que levaremos a melhor pra cima dos amigos  @u2valenc;;0;0
 @porsabella: faltan 362 dias para #brasil2014. #soldadodesabella;;1;1
fernan  gremio ta na copa das confederacoes :d;1;1;1
viva a copa das confederacoes.vai ser uma beleza :);1;0;1
congratz geezer :)  @davidluiz_4: por to brasil! eu amo vcs! deus e fiel! #copadasconfederacoes  ;1;1;1
 coloca cruelda nisso... pura maldade! :( tu por culpa dessa copa das confederacoes ainda.;-1;0;-1
henrique leziona e afasta ate o fim da copa das confederacoes :(;-1;;-1
a #copadasconfederacoes ja ta acabando, e eu nao consegui assistir nenhum jogo ate agr  :(;-1;0;-1
video com imagens  novo maracana -   n sou contra a sua modernizacao, mas  antigo maracana so sobrou a fachada :(;-1;;-1
 @reason_liveney:  eu tbm nao amor ainda :( to aqui na luta, espero conhecer ele na copa das confederacoes to fazen  tud;-1;;-1
barrados no baile... :( - estatua  bellini volta a ser ponto  encontro  personagens e torcida   ;-1;;-1
comprei ingresso pra copa das confederacoes :) top 20  junho espanha!;1;1;1
 oi ? temos a arena timbu, palco da copa das confederacoes e  mun .;;0;0
"""@lancenet: caxirola esta proibida na copa das confederacoes-2013  "" oba! :d";1;;1
ingresso da copa das confederacoes na mao! brasil vs mexico e a semi final :));1;1;1
voces acham que o brasil ganha essa copa das confederacoes ?...  ganha sim , tamos forte :)  ;1;1;1
 @jehbonatte_ch3: a imagem mais linda da copa das confederacoes! paulinho com a bandeira  corinthians, lindo!   ;;1;1
tambem teve reportagem sobre a comunida quilombola isolada  mundo, sem energia eletrica e que nem sabe da #copadasconfederacoes;;0;0
durante a copa das confederacoes assistimos poucas pessoas reunidas reivindicando.manifestacao  verda veremos durante a copa  mundo;;0;0
pesquisa revela opiniao  turistas sobre copa das confederacoes.    @mercadoeeventos;;0;0
#esporte:blatter festeja inocencia no caso isl mesmo apos beneficiar  #cartolas corruptos #fifa    #uol;;0;0
eu nao admito ficar sem malhacao e a selecao perder, ok? quero que a   um jeito nissae. #copadasconfederacoes;;1;1
" @aiexandrekaiii: qtos jogadores  cruzeiro foram convocados pra copa das confederacoes ???obrigado.  nada.";;0;0
 @portalr7: teoria da conspiracao no facebook: brasil comprou copa das confederacoes   #r7;;0;0
 @wagner_jeronimo: alguem viu alguma evolucao tatica no cec nessa parada pra copa das confederacoes?;;0;0
 @leiajaonline: fifa teria um plano b para copa das confederacoes  ;;0;0
 mesmo assim ela assistiu 2 jogos da copa das confederacoes, bra x italia e bra x uruguai :) so q eram 5hs da tarde..;1;1;1
#brasil2014 cada vez mas cerca!! :d;1;1;1
 @emersonromano: e vc ainda acredita que e por r$ 0,20!! #lancealance gastos para a copa  mun  2014 aumentam em r$ 2,5 bilhoes.;;0;0
uruguai vence taiti e enfrenta o brasil nas semifinais da copa das confederacoes  folha z  ;;1;1
" :-)gosta  assistir os jogos da copa das confederacoes?";1;;1
meu ingresso da copa das confederacoes chegou *---* :ddd;1;1;1
benzadeus acabou a copa das confederacoes  acfc! hora  ir p casa! :);1;0;1
parabens felipao, acredito que voce acaba  perder a copa das confederacoes :);1;0;1
poxa caras pra que isso =(  fifa confirma que jogador  taiti foi pego por doping na copa das confederacoes;-1;0;-1
comprei umas figurinhas da copa das confederacoes mais num veio o ramos :/ mais vieram alguns espanhois :);1;0;1
assim.....eu nao acho que a copa das confederacoes foi comprada....acho que foi vendida kkkkkk hu3hu3hu3 to mtu zueiro hj =d;1;0;1
legal saber que o povo acordou com a copa das confederacoes e voltou a dormir com brasileirao :).... eita povinho com memoria fraca :);1;0;1
e a galera da copa das confederacoes vai se reunin no @twitter... cc   @liarecalmon... :);1;0;1
 eu fui da um pulo no gol  neymar na final da copa das confederacoes. ai torci o pe :(;-1;;-1
chique! \o/  devidamente credenciada :d #volunteer  #copadasconfederacoes #fifa #brasil  ;1;1;1
#copadasconfederacoes ? #copadasmanifestacoes =d #vemprarua;1;1;1
e tem como? poksapkspoks  @emersonanomia: nesse espanha x italia, estou torcen para que as duas equipes percam :) #copadasconfederacoes;1;1;1
basta rir :-) dos sabichoes! @alberthojorge1: e o que dizer daqueles q nao acreditavam na conclusao dos estadios p/copa das confederacoes?;1;;1
"viram a lista dos jogadores que vao defender a nossa camisa brasileira na copa das confederacoes?vimos em (obs:)...  ";1;;1
 @jooseanee: espanha x italia acaban com a nossa paciencia e com a programacao da globo. #copadasconfederacoes;;0;0
 @madameterezac: a cara  bonner por ter que falar da copa das confederacoes enquanto as ruas  brasil vivem um caos;;0;0
netvasco -  fillipe soutto quer vasco largan bem nos jogos  brasileiro pre-copa das  ;;0;0
sao joao e copa das confederacoes em fortaleza. uma combinacao que po trazer bons resultados pra mossoro tambem.  ;;1;1
 publico foi fraco. geralmente, da em torno  duzentos pagantes. parada para a copa das confederacoes deve ter afetado.;;0;0
pena que a minha selecao nao estara na #copadasconfederacoes, por que se nao iriamos ganhar essa bagaca (:;;0;0
 @tadeu_alves: copa das confederacoes atrai 230 mil turistas - impacto economico superior a r$ 740 milhoes -   ;;1;1
 @junysantana: a votacao da pec 37 podia ser no mesmo horario da fazenda em vez  ser no dia da final da copa das confederacoes.;;0;0
""" roooooomario e nome dele ""  ";;0;0
 @maurocezarespn: post  2010, os motivos pelos quais sou contra a copa  mun no brasil  ;;0;0
cbf adia apresentacao da selecao brasileira que disputara a copa das confederacoes  ;;0;0
paulinho merece ser o melhor jogador da copa das confederacoes porque ele e foda! #soacho :);1;0;1
boa sorte no  @njr92, esperamos que voce represente bem nossa amarelinha na copa das confederacoes. :);1;1;1
nossa acabei  comprar esmautes lindos para copa  mun  2014,ver e amarelo um arraso por que toda brasileira e assim ne kkkkkk :-);1;1;1
ao nivel  campo... bem pertinho na copa das confederacoes depois  jogo :d #saudades  ;1;1;1
ingresso garantido: uruguay vs italia na arena fonte nova :) e assim fechamos a copa das confederacoes!!  ;1;1;1
vsf, fui mal no cartola ! depois da copa das confederacoes nada ta fican certo nos meus times.. :(((;-1;;-1
ok, vamo ven a alma pra leva a familia ver o brasew jogar por apenas r$ 1.185 por pessoa :ddd    #uol;1;0;1
amanha tem jogo da #copadasconfederacoes aqui em bh, logo nao vou trabalhar :d #feriadopragente o/;1;1;1
meus brothers japas :) eles nao estavam mto felizes hahaha #copadasconfederacoes  ;1;1;1
golllllllllllll  fred e  brasil :))) #copadasconfederacoes;1;1;1
coitada da italia, acho que vai levar uma goleada :( #copadasconfederacoes;-1;1;1
se na copa das confederacoes tiver telao no centro  sp eu irei !!!! :d;1;;1
eu vou para a fifa copa das confederacoes :);1;;1
ansioso pra copa das confederacoes, porem ficar praticamente um mes sem jogo  palmeiras e foda... :(;-1;0;-1
brasil arrebentan nessa copa das confederacoes :);1;1;1
 hummm... que chic vc, beldades da copa das confederacoes... ta poden hein.. miga :d;1;1;1
ahhhhh!!!! balotelli e corta da copa das confederacoes e volta para a italia |    ;;0;0
"@futebolterra: jornal ingles ataca maracana e ve brasil ""amaldicoa por corrupcao""  ";;0;0
 @ge_fla: maracana: proposta  consorcio com eike supera rival em r$ 26,4 milhoes  ;;1;1
voce sabe quais sao as marcas patrocinadoras da copa  mun  2014? saiba sobre os resultados relevantes dessa...  ;;0;0
 @copagov: com pontape inicial da presidenta dilma, #manegarrincha e entregue!   #confederacoes2013 #copa2014 @blogp;;1;1
governo tenta barrar a cpi da copa  mun  2014. o governo trabalha, nos bastidores, para protelar e...  ;;0;0
 @jorgelordello: o que a copa  mun 2014 vai trazer  justica social aos brasileiros? vao gastar quase 200 bilhoes para 28 dias  jo;;0;0
universida am em duas frentes: nos 800 am, cobertura da copa das confederacoes, em re com a ebc. somente na frequencia  800 khz.;;0;0
 @andre_kafruni: vergonha! parabens ao joao bosco vaz e demais envolvidos.  @lipe_assuncao: sim  ;;0;0
copa das confederacoes 2013 tem a segunda melhor media  publico  ;;1;1
na entrada  #riomar shopping modelo gigante da #cafusa, bola oficial da copa  mun  2014  ;;0;0
 @katiapaladino: william bonner:    #fecharr7 #separacaodojoioetrigo #enmveaoc #revenge #copadasconfederacoes #jn;;0;0
acho a copa das confederacoes um bom pretexto para nao ir amanha... haha - sqn;;0;0
que jogasso que foi esse  italia e japao...o melhor jogo da copa das confederacoes:-)...;1;1;1
jogao que vai ser essa final da copa das confederacoes. :dd;1;0;1
eqto isso, fora  mineirao ~~> vandalos 5 x 0 manifestantes pacificos. :(((( #copadasconfederacoes;-1;1;1
ou seja, arrivederci   lesao deve tirar balotelli da semi contra espanha :(  ;-1;;-1
entrou nakamura (nao e a assistente  palco  faustao) :) #copadasconfederacoes;1;1;1
droga perdi a escalacao pra copa das confederacoes #chateada:(;-1;0;-1
agendei a data para pegar meu ingresso  jogo japao x italia pela copa das confederacoes, agora so falta chegar minha camisa  okazaki =);1;1;1
"boa noite !ta la brasil no final da copa das confederacoes :d";1;1;1
"gostei  ver capitao rever  =)  ";1;1;1
algum palpite para o jogo nigeriaxtaiti? jogao!!! :) #copadasconfederacoes;1;1;1
brasil 4 italia 2 #copadasconfederacoes;;0;0
#stadiumoflife final  jogo :)  #copadasconfederacoes #italiaxjapao #recife  ;1;1;1
 so vai ter on vai acontecer a copa das confederacoes :(( depois que vem pra sp, uma porra ne;-1;0;-1
album da copa das confederacoes na mao !! obaaa ! hora  comprar figurinhaas :) hahaha;1;1;1
vai ser lin a copa das confederacoes com as estacoes  metro alagadas -sqn :);1;0;1
a argentina podia esta na copa das confederacoes :((;-1;;-1
 @_lovespfc: principe , vc vai ser a diferenca nessa copa das confederacoes po ter certeza :) arrebenta moleque  gol @lucasnarede_;1;;1
em dois dias que comprei figurinha da copa das confederacoes faltam so 64 para acabar o album :);1;;1
aaaeeew tava demoran o  comparecer na copa das confederacoes!  :ddd brasil 31 italia;1;1;1
imagina isso aqui amanha.... #adidas #copadasconfederacoes @ maracana - estadio jornalista mario filho  ;;0;0
o brasil ganhou a copa das confederacoes e to mun que estava nas ruas protestan contra a copa e contra a...  ;;0;0
claudia leitte esta na trilha sonora da copa das confederacoes 2013    #fcclexisteemmmim;;0;0
video: comite gestor da copa destaca os preparativos das cidades gauchas para a #copa2014.   ( @governo_rs);;0;0
melhor comentarista! / dunga acerta com radio e sera comentarista na copa das confederacoes    #uol;;1;1
 @esportesopovo: blatter da nota 8 a copa das confederacoes e faz cobranca por futebol feminino no brasil |  ;;0;0
 @plihalespn: felipao encheu a bola  na coletiva  hoje. meia  spfc tem g chance  copa das confederacoes. merecidiss;;1;1
 @ruscillo: o ruim e que galo x newells so sera depois da ridicula copa das confederacoes... pqp...;;0;0
" @_rachelyiara: eu quero copa das confederacoeseu quero copa  mun #deixeabolarolar";;1;1
agora hernanes, lucas e paulinho ja servem  uma base solida na selecao visan a copa  mun 2014.;;1;1
segun o @jamilchade, pegaram um jogador  taiti no dopping da copa das confederacoes. meus herois morrerao  overdose =(;-1;;-1
#bomba! flamengo po contratar goleirao da europa -  ;;0;0
" @amorperfeito_cl: brasil: 1997 2005 2009 2013tetra campeao da copa das confederacoes! tri campeao consecutivo (0";;1;1
vem pra rua - pmesp:   ( @youtube) #copadasconfederacoes;;1;1
 odilon, o duro e saber que nao esta prepara para a copa das confederacoes!!! tragico.;;0;0
goooooooooooool! s2 #brasil #copadasconfederacoes #semifinal =));1;1;1
f r e d.. seu lin :-)  sportv    #copadasconfederacoes;1;1;1
assista aos jogos da copa das confederacoes em com qualida digital =) ~>   #gooool;1;0;1
vlw felipao por me convocar pra selecao brasileira p disputar a copa das confederacoes :d;1;1;1
chicharito arrasan coracoes =d...  ;1;1;1
#drama  lesao deve tirar balotelli da semi contra espanha :(  ;-1;;-1
mas para o bem da copa das confederacoes, vai ter brasil x espanha na final :d;1;1;1
"copa das confederacoes e igual ao mundial""  corinthians. e da fifa, mas nao vale nada !!! kkkkkk =d";1;0;1
assunto hoje da sala: brasil campeao da copa das confederacoes! ate a prof entrou no meio.. :);1;1;1
um show que gostou?  show abertura copa das confederacoes.   gusttavo limaa :')   rs' :))))...  ;1;1;1
golllllllll  freddd e  brasillllllll #orgulho #copadasconfederacoes :)));1;1;1
"vou deixar bem claro, p. aqueles que vao torcer pela espanha...>>vao tu tomar no meio  olho  cu << #copadasconfederacoes :)";1;1;1
ganhei o album  figurinhas aqui da copa das confederacoes, tanto tempo que nao faco isso, mas vou completar esse album :);1;0;1
"treinamento com o corpo  bombeiros para voluntarios da copa das confederacoes#tabletparaosvoluntariosdacopa =d";1;1;1
 danca gatinha waka waka na abertura da copa das confederacoes :) chama marta, gleise, cristina, marina jequiti, shakira, ivete;1;1;1
rio  janeiro esta pronto para a copa das confederacoes =);1;;1
sobre a copa das confederacoes: alo vexame :);1;;1
"""@estadao: protestos que fechem vias estao proibidos durante copa em mg, deci justica  ""/kd democracia??:((((";-1;;-1
copa das confederacoes e o caralho eu quero meu palmeiras  voltaaaaaaaaaaaaa =(((((((;-1;;-1
:d  to feliz, narrei o gol  taiti nesta copa das confederacoes!!;1;;1
e hoje ainda tenho que fazer um trabalho gran sobre copa das confederacoes p entregar amanha :((;-1;0;-1
 @crisenogremio: 12h crise no gremio: ataque passa em branco mais uma vez. barcos e vargas ficaram  fora da lista  felipao para a cop;;0;0
 @sartoripemilho: campeoes  mun disputam as semifinais      @terranoticia;;1;1
tenho vergonha. #copadasconfederacoes;;0;0
terra - jogo, danca e exposicao: copa das confederacoes ja comecou nas escolas: enquanto a bola nao rola, a co...  ;;1;1
gallo vai auxiliar felipao durante a copa das confederacoes   ta ca porra,  e o faz tu da cbf e?...;;1;1
 @jooseanee: to em duvida se a maior bola  jogo e a bunda  hulk ou a barriga  felipao. #copadasconfederacoes;;1;1
 @silvioluiz: vergonha briga  torcida no ce em classico teste para a copa deixa dois mortos    #uol;;0;0
wtf  @jornaloglobo: estreia  neymar pelo barcelona sera contra o santos.  ;;0;0
 @bandsportstv: com casillas, espanha divulga pre-lista com 26 jogadores para a copa das confederacoes.  ;;0;0
compra figurinha da copa das confederacoes pra mim? te  1 vodka @baetiinha;;1;1
paulinho bagaca, se ele nao tiver na lista pra copa das confederacoes terca e sacanagem :((;-1;0;-1
esta dan   #uruguai. :-) #copadasconfederacoes;1;;1
4g no brasil...por enquanto so para as cidades sedes da copa das confederacoes. ate 2017 em to o pais =d;1;;1
brasil, tetra campeao da copa das confederacoes :d;1;1;1
 voce merece um geezer resto, parabens por vencer a copa das confederacoes :);1;0;1
:(  acho que voce em juiz  fora sera igual copa  mundo, hein?  4 em 4 anos! rsrs... fiquei triste! ate 2014 entao :(;-1;0;-1
#brasil2014 la sele va por vos :);1;1;1
acompanhan na tv pq daqui a pouco sai a convocacao  felipao pra #copadasconfederacoes :d;1;1;1
ganhamos!!! e essa foi so preparacao pro ano que vem!! :d #brasil #copadasconfederacoes;1;1;1
a copa das confederacoes ta chegan \o/ :d;1;1;1
 #toprepara eu quero ver gol eu quero ver gol, nao precisa ser  placa eu quero ver gol :-) copa das confederacoes vem ai!;1;;1
"""@espnagora: 'cabeca no jogo' tem nova edicao na segunda partida da selecao brasileira na copa das confederacoes  "" :-)";1;;1
quero ver a final da copa das confederacoes no vale  anhangabau, mas ca que meus pais deixam eu ir? :(;-1;;-1
balotelli fora da  copa das confederacoes :(( ';-1;0;-1
paradoxal! uniformizadas  corinthians se mobilizam para afastar vandalos da frente  itaquerao   ;;0;0
marin garante felipao ate em caso  derrota -   #destaque;;0;0
gostei  um video   album da copa das confederacoes brasil 2013 - unboxing;;1;1
agora e so depois da copa das confederacoes!;;0;0
 @justnicolenalin: depois da copa das confederacoes to mun passou a amar o david e querer ele nos times!! :(;-1;;-1
torcedor que for  onibus ao castelao na copa das confederacoes tera que andar ate 25 minutos  ;;0;0
veja a numeracao dos jogadores brasileiros para a copa das confederacoes   #r7;;0;0
se a copa das confederacoes for mesmo suspensa podiam deixar pelo menos a selecao  taiti disputar o brasileirao;;0;0
copa das confederacoes chegan e ja to me preparan pra passar vergonha;;0;0
 @oshluiza: so faltou ele levar o rogerio ceni, ai ja iriamos saber quem foi campeao da copa das confederacoes;;0;0
  era pra eu ter i pra ver o jogo da copa das confederacoes mas nao falei antes pra mamae ai nao deu :(;-1;0;-1
filipe luis ia pra copa  mun e quebrou a perna. agora vai/ia pra copa das confederacoes, e sofre traumatismo craniano, que zica :(;-1;0;-1
caipirinha  morango, feita e segurada pelo namora :) #copadasconfederacoes #brasil  ;1;1;1
 certeza kkk deveriamos :( voce acredita que na ultima rodada que antecedeu a copa das confederacoes eu fiz apenas 11 pts :@;-1;;-1
 poxa...em junho vou trabalhar na copa das confederacoes.serao 15 dias presa!nem vai dar entao.vou ter q deixar pra ano que vem...=(;-1;0;-1
#vinotinto gooooooooooll :d #brasil2014;1;1;1
11 minutos  jogo taiti 0 x 2 nigeria pela #copadasconfederacoes =d;1;1;1
hello neymar kkkk :))) parabens pela copa das confederacoes, campeao  2013, as metas que esfriar @njr92;1;;1
@luizgama: inglaterra se candidata oficialmente para sediar a copa  mun  2014 caso a fifa desista  brasil.:)))$$$;1;1;1
cada vez mas cerca #brasil2014 :d :d !!;1;1;1
esse e idolo! :)  @xavierjanaina: esse e craque!!  #copadasconfederacoes @ hotel mercury accor  ;1;1;1
 @van_slv: jogacooooo brasil!!!! #copadasconfederacoes  :d;1;1;1
so em pensar que amanha trabalho apenas pela manha me deixa hiper, mega, super feliz!! estou aman essa #copadasconfederacoes! :d;1;;1
 vaii brasil.. espero ver gols  voces domingo... #copadasconfederacoes   =);1;1;1
#chupaespanha  #vaibrasil  #copadasconfederacoes  #ocampeaovoltou  parabens brasil:-);1;1;1
"a checar documentos para tramitar mi pasaporte! :)#brasil2014";1;1;1
 ele ja nao foi convoca pra copa das confederacoes :(((;-1;0;-1
nao .. acho que da italia :) #copadasconfederacoes;1;1;1
globo: falta pouco: a tres dias da reabertura, maracana tem novas imagens aereas: no sabado, estad...   #fluminense;;0;0
"e a #obesa volta a rolar na #fontenova!copa das confederacoes 2013 - grupo a.#brasil 1-0 #italia - gol  dante.#cdc no @fute_merc";;0;0
 @edutestosterona: convocacao das mulheres pra cozinha/copa das confederacoes: vassoura, flanela, balde, rodo, bucha, avental e pano  p;;0;0
as licoes que a copa das confederacoes deixa para o varejo na copa  mun | sobre o varejo  ;;1;1
 @circuitoliberda: confira atracoes  circuito cultural praca da liberda para copa das confederacoes na reportagem  mgtv.  ;;1;1
parabens brasil, tetracampeao da copa das confederacoes!   ;;1;1
 @maquinario: amazonas sandals esta a to vapor fabrican as sandalias oficiais da copa das confederacoes  ...;;1;1
 @selecao: selecao brasileira volta ao top 10  ranking da fifa apos um ano: o titulo da copa das confederacoes devolveu...  ;;1;1
 @freire_roberto: que vergonha ! jornal ingles ataca maracana e ve brasil amaldicoa por corrupcao.terra brasil    ;;0;0
 ainda n comecou, ele estava viajan para os estados que aconteceram a copa das confederacoes;;0;0
 @rev_brasileiros: futebol na tela gran - festival cinefoot percorrera cidades se da copa  mun  2014  ;;1;1
felipao diz ter temi por vaias a selecao em jogo no mineirao  ;;0;0
uruguai ou taiti? nigeria ou espanha? mais dois jogacos para voce assistir na #copadasconfederacoes:  ;;0;0
"isso sim e uma igamem legal das cadeiras em vermelho no mane garrincha e n essa palhacada q fizeram no ''ex-maraca'' ";;1;1
e essa carinha ai fera?  lesao deve tirar balotelli da semi contra espanha :(  ;-1;;-1
pensei ter 2 motivos pra assistir a copa das confederacoes. nopz, e so um mesmo... a espanha :d #gospain #vamosroja o/;1;1;1
nossa cida esta inscrita na #copa2014 o/ e isso ai  no seu coman nossa jp ira longe :d;1;;1
" @folha_com: fifa en comunica e diz que 'nunca' discutiu cancelar a copa das confederacoes.que pena :(";-1;0;-1
mexico x italia :d #copadasconfederacoes;1;1;1
"selecao brasileira eternamente penta! :d#copadasconfederacoes #copa2014 #vergonhanacional";1;;1
nos vemos no dia 22  junho, mexicanos! =)  ;1;;1
belo horizonte venceu a disputa com o rio  janeiro e vai receber o centro  transmissao da copa das confederacoes. :);1;0;1
#chatia  @globoesportecom: lesao deve tirar balotelli da semi contra espanha :(  ;-1;;-1
 nao e na copa das confederacoes que se define isso, mas tu bem :);1;0;1
 @diegobuennohc: ano que vem na copa  mun  2014,pelo menos em 1 jogo eu vou na baixada,na real mesmo :d;1;1;1
ancioso para ver a copa  mun  2014 :);1;1;1
 tomara que tenha algum jogo da espanha na copa  mun 2014 aqui em sp, dai fica bem mais facil  ir :d;1;1;1
e  la  fora  maracana...  ;;0;0
empaquemos maletas para #brasil2014 :d;1;1;1
#brasil2014 cada vez mas cerca gran falcao :-);1;;1
estou ven o jogo. vamo que vamo #brasil muita sorte  #copadasconfederacoes  :-);1;1;1
a italia esta jogan agora! quan comeca o jogo da espanha? :)  nao... pera...! italia 0x0 espanha #copadasconfederacoes #forzaazurra!;1;1;1
segg que eu passo o nome  site pra comprar os ingressos para a copa das confederacoes;;0;0
tive uma tar maravilhosa hoje :) treinamento pra copa das confederacoes ta cada dia melhor!;1;0;1
acho que n vou pro maior forro  mun nao, prefiro ir pra copa das confederacoes! :d;1;1;1
 tb acho ! pena que o maraca agr so 2015 :( mas vou matar a sauda na copa das confederacoes ! vamos amg ?;-1;;-1
este perfil esta fecha com a alemanha na copa  mun  2014.;;1;1
 @jornaloglobo: rio tera placas, faixas e baloes em cores vibrantes para orientar turistas durante copa das confederacoes e jornada. http;;1;1
 @schoolleague1: school league blog: copa das confederacoes 2013  ;;0;0
brasil = papa,copa  mundo,copa das confederacoes,olimpiadas... por que n tomorrowland ? :(;-1;0;-1
"novo mascote ja esta na prateleira! :)o mascote e o fuleco, oficial da copa  mun  2014.  ";1;1;1
ontem participei  ponto final. tema: copa das confederacoes  ;;0;0
#alagoas quase 20 mil pessoas se inscreveram para voluntaria na copa das confederacoes: ...    @alagoasnarede1;;1;1
#vaineymar #copadasconfederacoes #brasil2x1italia #aovivonatvglobohd;;1;1
vice da cbf diz nao ver ganho politico com titulo da copa das confederacoes  ;;0;0
